,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
323,1.0,0,0.69697,0.37879,0.813275,0.50635,0.727275,0.545455,0.81818,0.545455,0.60606,0.39394,0.78788,0.57576,0.69697,0.5,0.78078,0.522805,0.757575,0.51515,0.89394,0.59091,0.6515150000000001,0.42424,0.74263,0.529645,0.73181,0.53071,0.6666650000000001,0.48485,0.70928,0.53205,0.69697,0.62121
132,1.0,0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.36111,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5
274,1.0,0,0.857605,0.496765,0.8333349999999999,0.478965,0.815535,0.47411,0.8899699999999999,0.540455,0.83657,0.548545,0.823625,0.57929,0.80097,0.49029,0.771845,0.477345,0.73463,0.44984,0.823625,0.574435,0.6957949999999999,0.608415,0.762135,0.47249,0.725525,0.5002,0.65696,0.46602,0.745955,0.4466,0.6521049999999999,0.47411
247,1.0,0,0.74935,0.50909,0.715585,0.45195,0.7532449999999999,0.47922,0.75065,0.54805,0.723375,0.52987,0.77922,0.44026,0.75844,0.48182,0.7636350000000001,0.47013,0.776625,0.494805,0.742855,0.483115,0.745455,0.494805,0.7961050000000001,0.5,0.7660750000000001,0.4836,0.715585,0.516885,0.772725,0.472725,0.794805,0.457145
313,1.0,0,0.977795,0.499225,0.932105,0.43378,0.9749099999999999,0.497695,0.914045,0.244145,0.962205,0.55184,1.0,0.428765,0.99632,0.48729,0.979265,0.42241,0.920065,0.8086949999999999,1.0,0.418395,0.93746,0.457525,0.928705,0.49168,0.92066,0.491155,0.9121349999999999,0.490665,0.90317,0.490215,0.893805,0.489805
175,1.0,0,1.0,0.558825,1.0,0.617645,1.0,0.7058800000000001,1.0,0.52941,1.0,0.617645,1.0,0.558825,1.0,0.735295,1.0,0.47059,1.0,0.441175,1.0,0.67647,1.0,0.7058800000000001,1.0,0.441175,1.0,0.601125,1.0,0.52941,1.0,0.67647,1.0,0.617645
93,1.0,0,0.22910000000000003,0.574305,0.33127,0.8668750000000001,0.76006,0.43034,0.6594450000000001,0.465945,0.603715,0.42415,0.7368399999999999,0.54489,0.7817350000000001,0.4226,0.582045,0.726005,0.66873,0.51703,0.75232,0.535605,0.18111500000000003,0.19195,1.0,0.828175,0.70674,0.29942,0.42415,0.5557300000000001,0.511995,0.7791,0.7631600000000001,0.45511
341,1.0,0,0.9900100000000001,0.500375,1.0,0.5,0.99491,0.499625,0.973605,0.51197,0.9884999999999999,0.51065,0.98944,0.515365,0.99585,0.51169,0.969645,0.528565,0.96776,0.526395,0.9886900000000001,0.52762,1.0,0.531205,0.9707749999999999,0.540535,0.983545,0.5362750000000001,0.978505,0.54044,0.99095,0.5406299999999999,0.986235,0.54308
133,1.0,0,0.67347,0.60204,0.734695,0.62245,0.70408,0.60204,0.734695,0.72449,0.65306,0.79592,0.561225,0.7755099999999999,0.5,0.7551,0.46939,0.7755099999999999,0.39796,0.7755099999999999,0.357145,0.72449,0.357145,0.663265,0.19388,0.612245,0.26710500000000004,0.574475,0.20407999999999998,0.591835,0.32653,0.5,0.36734500000000003,0.37755
21,0.0,0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
